Card_ID,Card Network,Card Type,Segment,Issuer Bank,Issuance Country,Issue_Date,Expiry_Date,Status,_source_extract_date
CARD00714,Meridian  Primary,Credit,Consumer,EuroTrust Bank,US,09/03/2019,2023-09-03,Active ,2026-01-05
CARD00336,Meridian Primary,Credit,Consumer,Silverline Bank,United States,2024-12-21,12/21/2028,Active,2026-01-05
CARD00060,Meridian Primary,Credit,Consumer,Alta Financial,India,08/16/2021,2025-08-16,Expired,2026-01-05
CARD00703,Meridian Primary,Credit,Consumer,Silverline Bank,IN,2021-06-24,24-06-2025,ACTIVE,2026-01-05
CARD00591  ,Meridian Primary,Credit,Consumer,EuroTrust Bank  ,United Kingdom,2019-03-18,2023-03-18,Active,2026-01-05
CARD00165,Meridian Primary,Credit,Consumer,Northbridge Bank,IN,2022-09-20,09/20/2026,Active,2026-01-05
CARD00355,meridian primary,Debit,Commercial,Ridgeway Bank,US,28-02-2019,2023-02-28, Active,2026-01-05
CARD00516,MERIDIAN PRIMARY,Debit,Consumer,Meridian Community Bank,Brazil,2023-12-23,23-12-2027,Active ,2026-01-05
CARD00425,Meridian Primary,Credit,Consumer,Ridgeway Bank,gb,2019-11-02,11/02/2023,Inactive,2026-01-05
CARD00293,Meridian Direct,Debit,Consumer,EuroTrust Bank,FR,2025-03-05,2029-03-05,blocked,2026-01-05
CARD00042,MERIDIAN PRIMARY,Debit,Consumer,Silverline Bank,US,03/07/2019,2023-03-07,Active,2026-01-05
CARD00362,Meridian  Primary,Credit,Consumer,Harbor National Bank,FR,2020-01-27,45318,Active,2026-01-05
CARD00330,Meridian Primary,Credit,Consumer,-,Japan,01/04/2023,46391,Active,2026-01-05
 CARD00552 ,Meridian  Direct,Debit,Consumer,Alta Financial  ,DE,2025-09-12,09/12/2029,Active,2026-01-05
CARD00430,Meridian Primary,Credit,Consumer,EuroTrust Bank,BR,25-03-2025,2029-03-25,ACTIVE,2026-01-05
CARD00080,Meridian  Primary,Credit,Consumer,Northbridge Bank,United States,2020-05-08,2024-05-08,Active,2026-01-05
CARD00572,Meridian Direct,Credit,Consumer,Gulf Horizon Bank,jp,2025-04-24,2029-04-24,active,2026-01-05
CARD00029,meridian primary,Debit,Consumer,Meridian Community Bank,United States,24-01-2025,47142,Active,2026-01-05
CARD00426,Meridian Primary,Debit,Consumer,Silverline Bank,India,45437,25-05-2028,Active,2026-01-05
CARD00514,Meridian Direct,Debit,Commercial,Harbor National Bank,IN,2025-06-30,06/30/2029,INACTIVE,2026-01-05
CARD00545,Meridian Primary,Debit,Consumer,Crestview Bank,India,2021-02-20,02/20/2025,Active,2026-01-05
CARD00674,Meridian Primary,Credit,Consumer,Harbor National Bank,Germany,2020-12-21,2024-12-21,Active,2026-01-05
CARD00323,Meridian Primary,Debit,Consumer,Meridian Community Bank,Australia,08-06-2020,06/08/2024,Active,2026-01-05
CARD00238,Meridian Primary,Debit,Consumer,Ridgeway Bank,AU,2023-05-29,2027-05-29,Active,2026-01-05
CARD00379,Meridian Direct,Debit,Commercial,Ridgeway Bank,US,08-07-2024,07/08/2028,Active,2026-01-05
CARD00255,Meridian Primary,Prepaid,Commercial,Pacific Rim Bank,AU,01/28/2025,2029-01-28,Active,2026-01-05
CARD00606,Meridian Primary,Credit,Commercial,Gulf Horizon Bank,United States,44870,2026-11-05,ACTIVE,2026-01-05
CARD00459,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,US,2024-01-02,2028-01-02,Active,2026-01-05
CARD00797,Meridian Affiliate,Credit,Consumer,Alta Financial,BR,10/05/2022,10/05/2026,active,2026-01-05
CARD00384,meridian direct,Prepaid,Consumer,Harbor National Bank,JP,07/17/2024,17-07-2028,Active,2026-01-05
CARD00314,MERIDIAN AFFILIATE,Credit,Consumer,Ridgeway Bank,GB,2023-03-15,03/15/2027,Active,2026-01-05
CARD00085,Meridian Primary,Debit,Consumer,NULL,IN,2022-01-30,2026-01-30,Active,2026-01-05
CARD00063,MERIDIAN DIRECT,Credit,Commercial,Meridian Community Bank,in,2019-08-23,08/23/2023,active,2026-01-05
CARD00793,Meridian Primary,Credit,Consumer  ,Andes Financial Group,SG,2022-08-10,08/10/2026,Active,2026-01-05
CARD00137,Meridian Primary,Credit,Consumer,Pacific Rim Bank,Mexico,45212,2027-10-13,Expired,2026-01-05
CARD00112,Meridian Primary,Credit,unknown,Meridian Community Bank,AE,2021-04-04,2025-04-04,Active,2026-01-05
CARD00195,Meridian Primary,Credit,Consumer,Northbridge Bank,Mexico,2024-06-30,06/30/2028,Active,2026-01-05
CARD00341,Meridian Primary,Debit,Consumer,Northbridge Bank,AU,11-01-2021,2025-01-11,active,2026-01-05
CARD00179,Meridian Affiliate,Credit,Consumer,Crestview Bank,BR,2021-06-23,06/23/2025,Active ,2026-01-05
CARD00044,Meridian Affiliate,Prepaid,Consumer,Pacific Rim Bank,au,03/08/2020,03/08/2024,Active,2026-01-05
CARD00594,Meridian Primary,Credit,Consumer,Andes Financial Group,CA,18-05-2024,2028-05-18,Active,2026-01-05
CARD00348,MERIDIAN PRIMARY,Debit,Consumer,Pacific Rim Bank,JP,19-08-2023,2027-08-19,Active,2026-01-05
CARD00458,Meridian Primary,Credit,Consumer,Ridgeway Bank,au,2021-11-19,11/19/2025,Active,2026-01-05
CARD00497,Meridian Primary,Credit,Consumer,EuroTrust Bank,US,04/23/2020,2024-04-23,Active,2026-01-05
CARD00683,Meridian Primary,Credit,Consumer,Alta Financial,FR,08/09/2022,09-08-2026,active,2026-01-05
CARD00628,Meridian Direct,Prepaid,Consumer,Meridian Community Bank,India,2019-12-23,12/23/2023,Active,2026-01-05
CARD00294,meridian primary,Credit,Consumer,Alta Financial,DE,2023-02-13,2027-02-13,Active,2026-01-05
CARD00130,MERIDIAN PRIMARY,Credit,Consumer,Unity Trust Bank,AU,2025-07-23,2029-07-23,active,2026-01-05
CARD00734,Meridian Primary,Credit,  Consumer,Alta Financial,United States,2020-09-27,27-09-2024,Expired,2026-01-05
CARD00338,Meridian  Direct,Credit,Consumer,Gulf Horizon Bank,IN,2021-11-02,11/02/2025,Active,2026-01-05
CARD00219,Meridian Primary,Prepaid,Consumer,Harbor National Bank,DE,03/26/2022,03/26/2026,Active,2026-01-05
CARD00097,Meridian Primary,Credit,Consumer,Unity Trust Bank,United States,12/20/2022,20-12-2026,Active,2026-01-05
CARD00125,Meridian Primary,Credit,  Consumer,Andes Financial Group,US,2019-05-01,01-05-2023,Active,2026-01-05
CARD00772,Meridian Direct,Credit,Consumer,Ridgeway Bank,Germany,03/27/2024,27-03-2028, Active,2026-01-05
CARD00227,Meridian Affiliate,Debit,Consumer,Unity Trust Bank,AU,2022-09-20,20-09-2026,Active,2026-01-05
CARD00269,Meridian Primary,Credit,Consumer,Pacific Rim Bank,United States,31-05-2025,05/31/2029,Active,2026-01-05
CARD00786,Meridian Affiliate,Credit,Consumer,-,MX,2024-12-07,07-12-2028,Active ,2026-01-05
CARD00104,Meridian Primary,Debit,Consumer,Northbridge Bank,GB,08/07/2025,07-08-2029,-,2026-01-05
CARD00693,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,br,12/22/2021,2025-12-22,Active,2026-01-05
CARD00228,Meridian  Primary,Debit,Commercial,Meridian Community Bank,DE,03-11-2024,47060,Active,2026-01-05
CARD00716,Meridian Affiliate,Credit,Consumer,Silverline Bank,MX,22-09-2019,2023-09-22,Active,2026-01-05
CARD00302  ,Meridian Primary,Prepaid,Consumer,Gulf Horizon Bank,DE,06/30/2025,2029-06-30, Active,2026-01-05
CARD00276,Meridian Primary,Credit,Consumer,Harbor National Bank,CA,07/07/2022,2026-07-07,Active,2026-01-05
CARD00127,Meridian Direct,Credit,Consumer,Ridgeway Bank,United States,09/28/2024,2028-09-28,Active,2026-01-05
CARD00406,Meridian Direct,Debit,Consumer,Ridgeway Bank,AU,2021-07-11,2025-07-11,Active,2026-01-05
CARD00721,MERIDIAN AFFILIATE,Credit,Commercial,Unity Trust Bank,US,2025-03-22,2029-03-22,Active,2026-01-05
CARD00037,Meridian Primary,Prepaid,Consumer, Silverline Bank ,US,2021-02-16,2025-02-16,Active,2026-01-05
CARD00140,Meridian Affiliate,Debit,Consumer, Crestview Bank ,Japan,2024-03-11,46823,Active,2026-01-05
CARD00304,Meridian Primary,Prepaid,Consumer,Crestview Bank,BR,2022-09-19,2026-09-19,Active,2026-01-05
CARD00268,MERIDIAN DIRECT,Credit,Consumer,Pacific Rim Bank,SG,09/19/2025,2029-09-19,Active,2026-01-05
 CARD00213 ,Meridian Primary,Prepaid,Consumer,Unity Trust Bank,GB,06/18/2020,45461,Active,2026-01-05
CARD00469,Meridian Primary,Debit,Consumer,Crestview Bank,DE,2025-09-15,2029-09-15,active,2026-01-05
CARD00199,meridian direct,Prepaid,Consumer,Unity Trust Bank,US,2024-09-11,2028-09-11,Active,2026-01-05
CARD00528,Meridian Primary,Debit,Consumer,Andes Financial Group,Mexico,23-04-2021,23-04-2025,Active,2026-01-05
CARD00643,Meridian Primary,Debit,Consumer,Meridian Community Bank,US,43631,15-06-2023, Active,2026-01-05
CARD00242,meridian affiliate,Debit,Consumer,EuroTrust Bank,de,2023-06-14,2027-06-14,expired,2026-01-05
CARD00343,Meridian Primary,Debit,Consumer,Meridian Community Bank,BR,2019-11-10,11/10/2023,Active,2026-01-05
CARD00387,Meridian  Primary,Debit,Consumer,Andes Financial Group,GB,45421,2028-05-09,Active ,2026-01-05
CARD00697,Meridian Primary,Debit,Consumer,Pacific Rim Bank,GB,08-03-2022,2026-03-08,ACTIVE,2026-01-05
CARD00207 ,Meridian Primary,Debit,Consumer,EuroTrust Bank,GB,2020-01-31,31-01-2024,Active,2026-01-05
CARD00296,Meridian Primary,Credit,Consumer,Andes Financial Group,br,2025-05-14,05/14/2029,Active,2026-01-05
CARD00622,MERIDIAN PRIMARY,Credit,Consumer  ,EuroTrust Bank,United States,13-05-2024,2028-05-13,active,2026-01-05
CARD00074,Meridian  Direct,Credit,Consumer,Silverline Bank,SG,27-11-2019,11/27/2023,active,2026-01-05
CARD00105,meridian affiliate,Credit,Consumer,Silverline Bank,AE,05/12/2020,2024-05-12,Active ,2026-01-05
CARD00660,Meridian Primary,Debit,Consumer,Harbor National Bank,IN,2020-06-06,2024-06-06,Active,2026-01-05
CARD00775,Meridian Direct,Credit,Consumer,Silverline Bank,CA,06/18/2021,06/18/2025,Active,2026-01-05
CARD00017,Meridian Primary,Debit,Commercial,Alta Financial,IN,17-02-2021,2025-02-17,Active ,2026-01-05
CARD00440,Meridian Primary,Credit,N/A,Northbridge Bank,India,02/12/2019,2023-02-12,ACTIVE,2026-01-05
CARD00092,Meridian Direct,Debit,Consumer,EuroTrust Bank,DE,2021-11-25,2025-11-25,Active ,2026-01-05
CARD00089,meridian direct,Credit,  Consumer,Unity Trust Bank,US,07/24/2024,2028-07-24,Active ,2026-01-05
CARD00451,Meridian Direct,Debit,Consumer,Crestview Bank,US,2024-12-03,2028-12-03,Active,2026-01-05
CARD00103,Meridian Primary,Credit,Consumer,Silverline Bank,US,2023-01-21,21-01-2027,Active,2026-01-05
CARD00239,Meridian Primary,Credit,Commercial,Alta Financial,India,2022-09-02,2026-09-02,ACTIVE,2026-01-05
CARD00783,meridian primary,Debit,Commercial,Harbor National Bank,IN,03/02/2021,2025-03-02,Inactive,2026-01-05
CARD00247,Meridian Primary,Credit,Consumer,EuroTrust Bank,Japan,2024-08-28,08/28/2028,Active,2026-01-05
CARD00579,Meridian Primary,Credit,Consumer,Northbridge Bank,BR,2021-07-20,2025-07-20,active,2026-01-05
CARD00158,Meridian Direct,Credit,Consumer,Pacific Rim Bank,us,2020-12-15,2024-12-15,ACTIVE,2026-01-05
CARD00480,Meridian Primary,Credit,Consumer,Meridian Community Bank,Singapore,02/02/2022,46055,ACTIVE,2026-01-05
CARD00685,Meridian Affiliate,Credit,Consumer,Harbor National Bank,BR,2024-09-30,09/30/2028,ACTIVE,2026-01-05
CARD00667,Meridian  Primary,Prepaid,Consumer,Unity Trust Bank,BR,04/16/2022,2026-04-16,Active,2026-01-05
CARD00019,Meridian Primary,Credit,Consumer,EuroTrust Bank,gb,06/25/2020,25-06-2024,Active,2026-01-05
CARD00582,Meridian Affiliate,Credit,Consumer,Alta Financial,US,07/31/2022,2026-07-31,Active,2026-01-05
CARD00122,Meridian Direct,Credit,Consumer,Northbridge Bank,India,2024-08-30,2028-08-30,Active,2026-01-05
CARD00573,Meridian Primary,Debit,Consumer,Unity Trust Bank,IN,2024-05-24,2028-05-24,Active,2026-01-05
CARD00275,Meridian Primary,Prepaid,Consumer,Harbor National Bank,US,2023-05-12,2027-05-12,Active,2026-01-05
CARD00434,Meridian Primary,Credit,Commercial,Harbor National Bank,IN,2021-06-15,2025-06-15, Active,2026-01-05
CARD00725,meridian primary,Credit,Consumer,Pacific Rim Bank  ,AU,2025-03-03,47180,Active,2026-01-05
CARD00312,Meridian Primary,Credit,Commercial,Crestview Bank,US,03/07/2025,2029-03-07, Active,2026-01-05
CARD00614,meridian primary,Credit,Commercial,Meridian Community Bank,Singapore,2024-09-06,2028-09-06,Active,2026-01-05
CARD00676,MERIDIAN AFFILIATE,Debit,Consumer,Unity Trust Bank,Mexico,2022-09-06,2026-09-06,expired,2026-01-05
CARD00547,Meridian Primary,Credit,Consumer,Andes Financial Group,MX,12/03/2022,2026-12-03,Active,2026-01-05
CARD00182,Meridian Primary,Debit,Commercial,  Silverline Bank,Brazil,2023-12-14,2027-12-14,Active,2026-01-05
CARD00185,Meridian Primary,Debit,Consumer,Andes Financial Group,DE,02/05/2022,05-02-2026, Active,2026-01-05
CARD00407,Meridian Primary,Debit,Consumer,Ridgeway Bank,US,2024-10-31,2028-10-31, Active,2026-01-05
CARD00521,Meridian Primary,Credit,Consumer,Meridian Community Bank,Germany,2025-03-20,2029-03-20,active,2026-01-05
CARD00381,Meridian Primary,Prepaid,Consumer,Andes Financial Group,US,44949,2027-01-23,Active,2026-01-05
CARD00411,MERIDIAN PRIMARY,Credit,Consumer,Crestview Bank,India,04/12/2023,2027-04-12,Active,2026-01-05
CARD00370,Meridian Primary,Credit,Consumer,N/A,France,2022-04-06,46118,Active,2026-01-05
CARD00659,Meridian Primary,Credit,Consumer,None,Japan,2021-05-24,05/24/2025,Active,2026-01-05
CARD00610,Meridian Direct,Debit,Commercial,Unity Trust Bank,United States,04/10/2025,47218,Active,2026-01-05
CARD00079,Meridian  Primary,Credit,Consumer,Unity Trust Bank,FR,2024-11-10,10-11-2028,Active,2026-01-05
CARD00574,Meridian Primary,Credit,Commercial,Crestview Bank,France,2024-08-19,2028-08-19,Active,2026-01-05
CARD00644,Meridian Primary,Credit,Commercial,Silverline Bank,GB,2019-10-31,31-10-2023, Active,2026-01-05
CARD00798,Meridian Primary,Credit,Consumer,Silverline Bank,United States,2021-01-11,45668,Active,2026-01-05
CARD00672,Meridian  Direct,Debit, Consumer ,Unity Trust Bank,FR,44942,2027-01-16,Active ,2026-01-05
CARD00761,Meridian Primary,Credit,Consumer,Northbridge Bank,United States,02-04-2024,04/02/2028,Active,2026-01-05
CARD00417,Meridian Primary,Credit,Consumer,Meridian Community Bank,DE,2021-08-20,45889,Active,2026-01-05
CARD00678,Meridian Primary,Debit,Consumer,Northbridge Bank,Canada,09/28/2023,09/28/2027,active,2026-01-05
CARD00562,Meridian Primary,Credit,Consumer,Crestview Bank,United States,02/08/2023,02/08/2027,ACTIVE,2026-01-05
CARD00068,Meridian Direct,Credit,Commercial,Alta Financial,US,09/26/2024,2028-09-26,Active,2026-01-05
CARD00537,Meridian Direct,Credit,Consumer,Ridgeway Bank,United Arab Emirates,2025-04-21,2029-04-21,expired,2026-01-05
CARD00078,Meridian Primary,Debit,Consumer,Harbor National Bank,SG,01/13/2021,2025-01-13,Active,2026-01-05
CARD00106,MERIDIAN PRIMARY,Debit,Consumer,Harbor National Bank,AU,02/20/2025,47169,Inactive,2026-01-05
CARD00245,Meridian  Primary,Debit,Commercial,Pacific Rim Bank,us,07/20/2022,2026-07-20,Active,2026-01-05
CARD00631,Meridian Direct,Credit,Consumer,Alta Financial,Australia,2019-05-11,2023-05-11,ACTIVE,2026-01-05
CARD00560,Meridian Primary,Debit,Consumer,Northbridge Bank,BR,2020-09-24,2024-09-24,ACTIVE,2026-01-05
CARD00791,meridian primary,Debit,Consumer,Unity Trust Bank,GB,44917,46378,Active ,2026-01-05
CARD00756,Meridian  Direct,Credit,NULL,-,IN,2020-12-21,2024-12-21,Expired,2026-01-05
CARD00652,Meridian  Primary,Debit,Commercial,Meridian Community Bank,AU,09/02/2022,2026-09-02,active,2026-01-05
CARD00491,Meridian Primary,Credit,Consumer,Andes Financial Group,Brazil,11/01/2019,2023-11-01,Active,2026-01-05
CARD00800,Meridian Affiliate,Debit,Consumer,Meridian Community Bank,IN,2020-03-14,2024-03-14,Active,2026-01-05
CARD00684,Meridian  Primary,Credit,Consumer,Harbor National Bank  ,DE,2022-06-01,46174,Active,2026-01-05
CARD00364,Meridian Primary,Debit,Consumer,Unity Trust Bank,Germany,2022-02-11,2026-02-11,Active,2026-01-05
CARD00070,Meridian Affiliate,Prepaid,Consumer,Gulf Horizon Bank,JP,2019-08-06,2023-08-06,Inactive,2026-01-05
CARD00549,MERIDIAN PRIMARY,Prepaid,Consumer,Alta Financial,Japan,2020-07-16,2024-07-16,Active,2026-01-05
CARD00161,meridian primary,Credit,Consumer,EuroTrust Bank,AU,2022-01-17,01/17/2026,Active,2026-01-05
CARD00012,MERIDIAN AFFILIATE,Debit,Consumer,Ridgeway Bank,Australia,16-07-2023,2027-07-16,Active,2026-01-05
 CARD00145 ,None,Credit,Consumer,Meridian Community Bank,Japan,2022-06-22,22-06-2026,Active,2026-01-05
CARD00518,meridian direct,Debit,Consumer,Crestview Bank,GB,05/21/2019,2023-05-21,Expired,2026-01-05
CARD00428,Meridian Direct,Credit,Commercial,Silverline Bank,IN,2025-09-01,2029-09-01,Active,2026-01-05
CARD00177,MERIDIAN DIRECT,Debit,Consumer,Meridian Community Bank,AU,2023-04-29,2027-04-29,Expired,2026-01-05
CARD00441,Meridian Primary,Debit,Commercial,Ridgeway Bank,in,45567,2028-10-02,Active,2026-01-05
CARD00522,meridian primary,Credit,Consumer,Gulf Horizon Bank,Germany,2024-04-12,2028-04-12,Active,2026-01-05
CARD00706,Meridian Affiliate,Credit,Consumer,Northbridge Bank,IN,2019-08-16,08/16/2023,ACTIVE,2026-01-05
CARD00760,MERIDIAN DIRECT,Prepaid,Consumer,Andes Financial Group,IN,2022-08-13,2026-08-13,Active,2026-01-05
CARD00232  ,meridian primary,Debit,Consumer,Northbridge Bank,FR,2021-05-11,2025-05-11,Active,2026-01-05
CARD00211,MERIDIAN PRIMARY,Credit,Consumer,Northbridge Bank,CA,09/24/2023,2027-09-24,Inactive,2026-01-05
CARD00144,MERIDIAN PRIMARY,Debit,Consumer,Pacific Rim Bank,IN,2022-03-31,46112,Active ,2026-01-05
CARD00520,Meridian Primary,Credit,Commercial,Northbridge Bank,IN,2024-08-20,2028-08-20,Expired,2026-01-05
CARD00465,Meridian Affiliate,Credit,Consumer,Meridian Community Bank,SG,2020-06-30,2024-06-30,Active ,2026-01-05
CARD00299,MERIDIAN PRIMARY,Debit,None,Andes Financial Group,CA,10/22/2022,2026-10-22,Active,2026-01-05
CARD00429,Meridian Primary,Prepaid,Consumer,Crestview Bank,BR,2025-08-05,2029-08-05,inactive,2026-01-05
CARD00613,Meridian Primary,Credit,Consumer,Northbridge Bank,US,45343,21-02-2028,Active,2026-01-05
CARD00749,Meridian Affiliate,Credit,Consumer,EuroTrust Bank,United Kingdom,12/12/2023,12/12/2027,Active,2026-01-05
CARD00009,meridian primary,Credit,Consumer,Alta Financial,United States,2020-02-12,12-02-2024,Active,2026-01-05
CARD00157,Meridian Primary,Credit,Commercial,Harbor National Bank,India,2021-11-02,02-11-2025,Active ,2026-01-05
CARD00540,Meridian  Primary,Credit,Commercial,Northbridge Bank  ,AU,2025-08-24,2029-08-24,Blocked,2026-01-05
CARD00507,meridian affiliate,Debit,Commercial,  Harbor National Bank,de,07/24/2021,2025-07-24,blocked,2026-01-05
  CARD00437,Meridian Primary,Debit,Consumer,Andes Financial Group,DE,2019-02-22,2023-02-22,Active,2026-01-05
CARD00267,MERIDIAN DIRECT,Credit,Consumer,Northbridge Bank,br,03/27/2023,2027-03-27,ACTIVE,2026-01-05
CARD00462,Meridian Primary,Debit,Consumer,Crestview Bank,Canada,2021-01-10,2025-01-10,Active,2026-01-05
CARD00577,Meridian Primary,Credit,Consumer,Meridian Community Bank,GB,45085,06/08/2027,Active,2026-01-05
CARD00339,Meridian  Primary,Credit,Consumer,Pacific Rim Bank,Australia,01/26/2019,2023-01-26,ACTIVE,2026-01-05
CARD00256,Meridian Primary,Credit,Consumer,Northbridge Bank,Japan,2020-05-14,2024-05-14,Active,2026-01-05
CARD00654,meridian direct,Debit,Consumer,Silverline Bank,US,08-11-2023,2027-11-08,INACTIVE,2026-01-05
CARD00690,Meridian Primary,Credit,Consumer,Northbridge Bank,AU,2022-09-08,2026-09-08,Active,2026-01-05
CARD00561,Meridian Direct,Prepaid,Consumer,-,India,2024-02-04,2028-02-04,Active,2026-01-05
CARD00209,Meridian Primary,Credit,Consumer,Ridgeway Bank,GB,10/12/2024,2028-10-12,Active,2026-01-05
CARD00288,meridian primary,Credit,Consumer,Alta Financial,Canada,45890,08/21/2029,Active,2026-01-05
CARD00002,meridian affiliate,Credit,Consumer,Meridian Community Bank,United States,2024-09-07,2028-09-07,expired,2026-01-05
CARD00342,Meridian Primary,Credit,Consumer,Ridgeway Bank,IN,2023-08-25,2027-08-25,active,2026-01-05
CARD00270,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,sg,27-01-2022,2026-01-27,Active,2026-01-05
CARD00266,Meridian Direct,Debit,Commercial,Crestview Bank,US,09/01/2025,09/01/2029, Active,2026-01-05
CARD00677,Meridian Primary,Debit,Consumer,Unity Trust Bank,AU,2023-10-02,2027-10-02,Blocked ,2026-01-05
CARD00666,Meridian Primary,Credit,Consumer,Alta Financial,FR,2019-09-24,45193,Inactive,2026-01-05
CARD00096,Meridian Primary,Credit,Consumer  ,Gulf Horizon Bank,in,03/27/2020,03/27/2024,Active ,2026-01-05
CARD00781,Meridian Direct,Credit,Consumer,Crestview Bank,CA,2024-12-08,2028-12-08,Active,2026-01-05
CARD00043,Meridian Primary,Credit,Consumer,Unity Trust Bank,United States,2025-02-14,02/14/2029,Expired,2026-01-05
CARD00653,Meridian Primary,Debit,Consumer,Crestview Bank,Mexico,24-04-2023,04/24/2027,Expired,2026-01-05
CARD00111,Meridian  Primary,Debit,Consumer,Alta Financial,IN,2022-08-16,16-08-2026,Active,2026-01-05
CARD00675,Meridian Primary,Credit,Commercial,Silverline Bank,United Arab Emirates,11/05/2021,2025-11-05,Active,2026-01-05
CARD00629,Meridian Primary,Debit,Consumer,Harbor National Bank,United States,09/17/2019,2023-09-17,Active,2026-01-05
CARD00046,meridian primary,Credit,Consumer,Harbor National Bank,DE,2024-11-18,2028-11-18,Active,2026-01-05
CARD00162,Meridian Primary,Debit,Consumer,Harbor National Bank,IN,2025-09-18,09/18/2029,Active,2026-01-05
CARD00630,Meridian Primary,Debit,Consumer,EuroTrust Bank,FR,2025-06-22,47291,ACTIVE,2026-01-05
CARD00289,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,Germany,2024-01-21,46773,Active,2026-01-05
CARD00590,Meridian Primary,Credit,Consumer,Ridgeway Bank,DE,08/27/2019,2023-08-27,Active,2026-01-05
CARD00723,Meridian Primary,Credit,Consumer,Pacific Rim Bank,Japan,08/12/2025,08/12/2029,active,2026-01-05
CARD00768,Meridian Direct,Credit,Consumer,Silverline Bank,AU,2021-09-01,2025-09-01,Active,2026-01-05
CARD00576,MERIDIAN AFFILIATE,Debit,Consumer,  Ridgeway Bank,JP,07/24/2025,24-07-2029,Active ,2026-01-05
CARD00316,Meridian Direct,Debit,Consumer,Ridgeway Bank,IN,2019-05-21,05/21/2023,ACTIVE,2026-01-05
CARD00231,Meridian Direct,Credit,Commercial,EuroTrust Bank  ,BR,02/09/2022,2026-02-09,ACTIVE,2026-01-05
CARD00669,Meridian Primary,Debit,Consumer,Andes Financial Group,sg,08-09-2019,2023-09-08,Inactive,2026-01-05
CARD00077 ,MERIDIAN DIRECT,Debit,Consumer,Pacific Rim Bank,Canada,27-09-2021,2025-09-27,Active,2026-01-05
CARD00634,Meridian Primary,Debit,Commercial,Ridgeway Bank,US,2021-10-28,2025-10-28,Active,2026-01-05
CARD00785,Meridian  Primary,Prepaid,Consumer,Unity Trust Bank,GB,09/09/2025,2029-09-09,Active,2026-01-05
CARD00248,Meridian Affiliate,Credit,Consumer,Pacific Rim Bank,us,2020-04-05,45387,ACTIVE,2026-01-05
CARD00477,Meridian Primary,Credit,Consumer,Harbor National Bank,SG,44910,2026-12-15,Active ,2026-01-05
CARD00086,Meridian Primary,Credit,Commercial,Harbor National Bank,US,44546,12/16/2025,Active,2026-01-05
CARD00470,Meridian Affiliate,Credit,Consumer,Pacific Rim Bank,US,2024-06-11,2028-06-11,Active,2026-01-05
CARD00226,Meridian Primary,Credit,Consumer,Alta Financial,US,2024-12-04,2028-12-04,Active,2026-01-05
CARD00332,meridian direct,Credit,Consumer,Crestview Bank,MX,2022-07-08,2026-07-08,ACTIVE,2026-01-05
CARD00234,Meridian  Primary,Credit,Consumer, Alta Financial ,US,2019-12-23,12/23/2023,Active,2026-01-05
CARD00589,Meridian Primary,Prepaid,Consumer,Unity Trust Bank,GB,2024-11-05,2028-11-05,Active,2026-01-05
CARD00476,Meridian Affiliate,Credit,Commercial,Pacific Rim Bank,AU,2023-01-07,46394,Active,2026-01-05
CARD00722,meridian primary,Prepaid,Consumer,Ridgeway Bank,Australia,2019-06-09,09-06-2023,Active,2026-01-05
CARD00707,Meridian Primary,Debit,Consumer,Crestview Bank,US,44855,2026-10-21,N/A,2026-01-05
CARD00600,Meridian Primary,Debit,Consumer,Unity Trust Bank,US,2023-09-04,04-09-2027,ACTIVE,2026-01-05
CARD00422,MERIDIAN DIRECT,Credit,Consumer,Crestview Bank,Canada,2025-08-26,47356,Active,2026-01-05
CARD00183,Meridian Affiliate,Credit,Consumer,Ridgeway Bank,SG,11/02/2019,2023-11-02,Active,2026-01-05
CARD00618,MERIDIAN PRIMARY,Credit,Consumer,Alta Financial,AE,2023-07-24,24-07-2027,Inactive,2026-01-05
CARD00333,Meridian Primary,Credit,Consumer,EuroTrust Bank,DE,2022-11-28,11/28/2026,Active,2026-01-05
CARD00439,Meridian Direct,Prepaid,Consumer,Crestview Bank  ,DE,12-08-2025,2029-08-12, Active,2026-01-05
CARD00050,Meridian Primary,Debit,Consumer,Northbridge Bank,fr,2023-03-06,03/06/2027,Active,2026-01-05
CARD00006,Meridian  Primary,Debit,Consumer,Crestview Bank,US,03/07/2019,2023-03-07,Active,2026-01-05
CARD00530,Meridian Direct,Credit,Consumer,NULL,GB,43824,2023-12-25,Active,2026-01-05
CARD00235,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,au,09/08/2020,09/08/2024,Active ,2026-01-05
CARD00487,Meridian Primary,Credit,Consumer,Meridian Community Bank,India,08/08/2023,2027-08-08,active,2026-01-05
CARD00800,Meridian Affiliate,Debit,Consumer,Meridian Community Bank,IN,2020-03-14,2024-03-14,Active,2026-01-05
CARD00498,Meridian Primary,Credit,Consumer,Unity Trust Bank,US,2025-02-24,02/24/2029,Active,2026-01-05
CARD00728,Meridian Direct,Credit,Consumer,Silverline Bank,Mexico,06/19/2022,2026-06-19,Active,2026-01-05
CARD00107,Meridian Primary,Debit,Consumer,Crestview Bank,JP,2019-07-18,2023-07-18,Active ,2026-01-05
