TXN_ID,TXN_DATE,CARD_NO,MERCH_ID,TYPE,AMT,CCY,STATUS,FLAG_INTL
TXN0007290,06-03-2024,CARD00444,MERC00079,PURCHASE,15.55,USD,A,0
TXN0001747,45326,CARD00591,MERC00286,PURCHASE,21.53,GBP,A,0
TXN0001771,45331,CARD00025,MERC00120,PURCHASE,$92.69,JPY,A,0
TXN0015385,05-04-2024,CARD00730,MERC00091,PURCHASE,44.74,JPY,A,0
TXN0008396,16-04-2024,CARD00392,MERC00052,PURCHASE,21.5,GBP,A,0
TXN0001437,11-06-2024,CARD00215,MERC00395,ATM WITHDRAWAL,200.0,CAD,A,1
TXN0001979,13-06-2024,CARD00218,MERC00287,PURCHASE,60.78,AUD,A,0
TXN0009709,23-04-2024,CARD00406,MERC00311,PURCHASE,26.32,AUD,A,0
TXN0014282,08-06-2024,CARD00563,MERC00074,PURCHASE,52.74,AUD,A,0
TXN0014970,28-04-2024,CARD00151,MERC00249,PURCHASE,23.16,EUR,A,0
TXN0003309,11-02-2024, CARD00147 ,MERC00205,PURCHASE,51.57,INR,A,0
TXN0006367,17-01-2024,CARD00379,MERC00087,PURCHASE,472.31,USD,D,0
TXN0014896,11-03-2024,CARD00383,MERC00284,PURCHASE,24.88,USD,A,0
TXN0014261,09-05-2024,CARD00367,MERC00255,PURCHASE,$80.90,CAD,A,0
TXN0010513,14-06-2024,CARD00774,MERC00357,PURCHASE,35.0,GBP,A,0
TXN0015199,15-01-2024,CARD00373,MERC00182,BALANCE TRANSFER,1065.58,BRL,A,0
TXN0015130,21-04-2024,CARD00116,MERC00331,PURCHASE,39.16,USD,A,0
TXN0007279,45402,CARD00212,MERC00113,PURCHASE,29.2,AUD,A,0
TXN0011419,07-01-2024,CARD00093,MERC00050,PURCHASE,31.81,MXN,D,0
TXN0015360,28-04-2024,CARD00068,MERC00124,PURCHASE,1516.51,USD,A,1
TXN0001844,06-02-2024,CARD00516,MERC00217,PURCHASE,88.62,BRL,A,0
TXN0009364,01-02-2024,CARD00794,MERC00107,PURCHASE,76.62,CAD,A,0
TXN0001575,45340,CARD00448,MERC00297,PURCHASE,21.88,CAD,A,0
TXN0013590,02-06-2024,CARD00246,MERC00335,PURCHASE,195.24,CAD,A,0
TXN0010063,25-05-2024,CARD00380,MERC00192,PURCHASE,69.49,MXN,A,0
TXN0003003,06-01-2024,CARD00508,MERC00082,PURCHASE,1280.36,GBP,A,0
TXN0004999,08-02-2024,CARD00343,MERC00035,PURCHASE,47.78,BRL,A,0
TXN0001022,45417,CARD00033,MERC00188,PURCHASE,18.54,USD,A,0
TXN0011185,45440,CARD00367,MERC00176,PURCHASE,106.3,CAD,A,0
TXN0012242,29-01-2024,CARD00260,MERC00247,PURCHASE,$18.60,USD,A,0
TXN0010208,12-05-2024,CARD00102,MERC00354,PURCHASE,116.64,USD,A,0
TXN0012037,14-06-2024,CARD00670,MERC00198 ,PURCHASE,48.05,EUR,D,0
TXN0011005,28-02-2024,CARD00110,  MERC00113,PURCHASE,36.68,AUD,A,0
TXN0002238 ,03-04-2024,CARD00189,MERC00043,PURCHASE,36.77,INR,A,0
TXN0001637,05-04-2024,CARD00085,MERC00293,PURCHASE,16.05,INR,D,0
TXN0005930,45362,CARD00346,MERC00141,PURCHASE,55.24,BRL,A,0
TXN0012509,18-04-2024,CARD00040,MERC00310,BALANCE TRANSFER,414.62,USD,A,0
TXN0001959,45311,CARD00652,MERC00356,PURCHASE,218.61,AUD,A,0
TXN0005331,12-03-2024,CARD00728,MERC00235,PURCHASE,10.42,MXN,A,0
TXN0012702,23-03-2024,  CARD00027,  MERC00214,PURCHASE,245.44,AED,A,0
TXN0006053,07-02-2024,  CARD00353,MERC00291,PURCHASE,57.99,EUR,A,0
TXN0001402,45335,CARD00182,MERC00078,PURCHASE,$734.23,BRL,A,0
TXN0008886,04-06-2024,CARD00166,MERC00321,PURCHASE,$29.83,GBP,A,1
TXN0001727,22-04-2024,CARD00796,MERC00314,PURCHASE,27.48,CAD,A,0
TXN0006955,45376,CARD00505,MERC00227,PURCHASE,201.15,MXN,A,0
TXN0010941,22-01-2024,CARD00046,MERC00345,PURCHASE,23.75,EUR,D,0
TXN0000173,18-05-2024,CARD00738,MERC00327,PURCHASE,56.46,EUR,A,0
TXN0013059,29-02-2024,CARD00272,MERC00211  ,PURCHASE,131.79,INR,A,0
TXN0000446,18-04-2024,CARD00101,MERC00103,PURCHASE,92.07,INR,A,1
TXN0014377,14-04-2024,CARD00162,MERC00132,BALANCE TRANSFER,1203.57,INR,A,0
TXN0015698,25-03-2024,CARD00010  ,MERC00272,PURCHASE,57.79,GBP,A,0
TXN0002274,26-01-2024,CARD00655,MERC00312,PURCHASE,695.4,EUR,A,0
TXN0015976,22-06-2024,CARD00121,MERC00262,PURCHASE,40.93,AED,D,0
TXN0006529,45451,CARD00217,MERC00176,BALANCE TRANSFER,491.31,CAD,A,0
TXN0000574,21-02-2024,CARD00193,MERC00138,PURCHASE,439.5,SGD,A,0
TXN0002894,45424,CARD00448,MERC00335,PURCHASE,39.01,CAD,A,0
TXN0004473,02-02-2024,CARD00034,MERC00392,ATM WITHDRAWAL,60.0,USD,A,0
TXN0008398,11-02-2024,CARD00725,MERC00070,PURCHASE,30.86,AUD,A,0
TXN0004365,24-06-2024,CARD00356,MERC00143,PURCHASE,372.1,USD,A,0
TXN0000555,24-06-2024,CARD00384  ,MERC00108,PURCHASE,80.65,JPY,A,0
TXN0003780,26-04-2024,CARD00292,MERC00009,PURCHASE,$24.99,GBP,A,0
TXN0002891,13-04-2024,CARD00306,MERC00250,PURCHASE,77.93,INR,A,0
TXN0013372,30-01-2024,CARD00712,MERC00027,PURCHASE,116.87,USD,A,1
TXN0014453,22-03-2024,CARD00557,MERC00390,ATM WITHDRAWAL,500.0,MXN,A,0
TXN0004467,05-05-2024,CARD00184,MERC00222,PURCHASE,124.09,EUR,A,0
TXN0000454,45385,CARD00566,MERC00071,PURCHASE,268.17,JPY,A,0
TXN0009213,45320,CARD00083,MERC00289,PURCHASE,18.29,BRL,A,0
TXN0002048,02-06-2024,CARD00542,MERC00347,PURCHASE,$64.61,EUR,A,0
TXN0010956,14-06-2024,CARD00289,MERC00122,PURCHASE,41.14,EUR,A,0
TXN0006006,17-06-2024,CARD00224,MERC00027,PURCHASE,171.82,MXN,A,0
TXN0015427,11-05-2024,CARD00376,MERC00347,PURCHASE,882.61,EUR,A,0
TXN0003081,06-02-2024,CARD00624,MERC00031,PURCHASE,45.39,CAD,A,0
TXN0015358,26-02-2024,CARD00671,MERC00167,PURCHASE,24.5,JPY,A,0
TXN0006297,19-01-2024,CARD00182,MERC00035,PURCHASE,$193.66,BRL,A,0
TXN0012736,02-04-2024,CARD00180,MERC00371,ATM WITHDRAWAL,60.0,USD,D,1
TXN0007322,05-02-2024,CARD00290,MERC00105,PURCHASE,182.97,EUR,A,0
TXN0001946,03-05-2024,CARD00664,MERC00300,PURCHASE,20.08,JPY,A,0
TXN0010471,01-06-2024,CARD00077,MERC00266,PURCHASE,23.03,CAD,A,0
TXN0000236,05-01-2024,CARD00146,MERC00060,PURCHASE,20.15,GBP,A,0
TXN0003636,16-06-2024,CARD00027,MERC00089,PURCHASE,24.57,AED,A,0
TXN0001622,06-01-2024,CARD00593,MERC00066,PURCHASE,12.13,BRL,A,0
TXN0000336,09-04-2024,CARD00299,MERC00176,PURCHASE,16.94,CAD,A,0
TXN0002740,16-02-2024,CARD00730,MERC00108,PURCHASE,56.63,JPY,A,0
TXN0001740,45463,CARD00798,MERC00153,CASH ADVANCE,200.35,USD,A,0
TXN0012250,19-06-2024,CARD00136,MERC00303 ,PURCHASE,139.72,USD,A,0
TXN0001763,45384,CARD00279,MERC00116  ,PURCHASE,$12.71,SGD,A,0
TXN0005225,01-03-2024,CARD00262,  MERC00122,  PURCHASE,$23.42,EUR,A,0
TXN0014099,07-06-2024,CARD00392,MERC00272,PURCHASE,$50.27,GBP,A,0
TXN0015762,30-04-2024,CARD00444,MERC00058,PURCHASE,53.92,USD,A,0
TXN0004695,16-05-2024,CARD00452,MERC00073,PURCHASE,31.32,AUD,A,0
TXN0001544,16-05-2024,CARD00771,MERC00266,CASH ADVANCE,366.28,CAD,A,0
TXN0007257,26-06-2024,CARD00656,MERC00339,PURCHASE,88.05,EUR,A,0
TXN0004096,02-02-2024,CARD00769,MERC00186,PURCHASE,22.13,EUR,A,0
TXN0000164,19-01-2024,CARD00309,MERC00080,PURCHASE,100.76,USD,A,1
TXN0008649,27-06-2024,CARD00424,MERC00251,PURCHASE,46.69,JPY,A,0
TXN0007197,14-05-2024,CARD00119,MERC00087,PURCHASE,"$2,568.09",USD,A,0
TXN0012266,45403,CARD00433,MERC00242,PURCHASE,72.92,INR,A,0
TXN0004499,22-01-2024,CARD00574,MERC00301,PURCHASE,249.97,EUR,A,0
TXN0003544,26-05-2024,CARD00496,MERC00315,PURCHASE,51.26,CAD,A,0
TXN0010058,26-03-2024, CARD00176 ,MERC00096,PURCHASE,21.54,EUR,A,0
TXN0000022,26-06-2024,CARD00371,MERC00398,ATM WITHDRAWAL,40.0,USD,A,0
TXN0001065,15-06-2024,CARD00367,MERC00266,PURCHASE,36.89,CAD,D,0
TXN0005009,22-01-2024,CARD00160,MERC00391,ATM WITHDRAWAL,60.0,USD,A,0
TXN0000430,16-04-2024,CARD00367,MERC00210,PURCHASE,131.61,CAD,A,0
TXN0010555,45452,CARD00260,MERC00171,PURCHASE,72.98,USD,A,0
TXN0008720,45398,CARD00636,MERC00166,PURCHASE,24.5,BRL,A,0
TXN0014372,22-04-2024,CARD00285,MERC00269,PURCHASE,69.44,EUR,A,0
TXN0007025,27-02-2024,CARD00551,MERC00298,PURCHASE,14.46,USD,D,0
TXN0010116,45456,CARD00254,MERC00050,PURCHASE,53.46,MXN,A,0
TXN0013826,24-06-2024,  CARD00160,MERC00376,ATM WITHDRAWAL,300.0,USD,A,1
TXN0012600,45419,CARD00564,MERC00042,PURCHASE,37.48,USD,A,0
TXN0013311,24-03-2024,CARD00721,MERC00195,PURCHASE,110.79,USD,A,1
TXN0006066,45375,CARD00629,MERC00279,  PURCHASE,167.99,USD,A,0
TXN0009345,26-03-2024,CARD00565  ,MERC00072,PURCHASE,67.65,INR,A,1
TXN0015514,11-02-2024,CARD00042,MERC00326  ,PURCHASE,118.46,USD,A,0
TXN0007840,45417,CARD00596,MERC00287,PURCHASE,25.92,AUD,A,0
TXN0003549,15-01-2024,CARD00625,MERC00336,PURCHASE,37.37,USD,A,1
TXN0002318,45349,CARD00570,MERC00361,PURCHASE,14.92,INR,A,0
TXN0012743,08-04-2024,CARD00151,MERC00354,PURCHASE,106.17,EUR,A,1
TXN0008163,31-05-2024,CARD00570,MERC00005,PURCHASE,52.11,INR,A,0
TXN0012038,30-05-2024,CARD00472,MERC00109,PURCHASE,34.35,JPY,A,0
TXN0002641,02-05-2024,CARD00563,MERC00358  ,PURCHASE,30.53,AUD,A,1
TXN0006448,08-04-2024,CARD00302,MERC00122,  PURCHASE,131.1,EUR,A,0
TXN0012134,12-06-2024,CARD00336,MERC00175,PURCHASE,16.56,USD,A,0
TXN0005318,45382,CARD00759,MERC00043,BALANCE TRANSFER,1950.15,INR,A,0
TXN0001965,17-04-2024,CARD00635,MERC00298,PURCHASE,37.6,USD,A,0
TXN0004881,28-06-2024,CARD00721,MERC00354,PURCHASE,444.85,USD,A,0
TXN0009904,02-05-2024,CARD00094,MERC00345,PURCHASE,175.85,EUR,A,0
TXN0002050,08-05-2024,CARD00380,MERC00192,PURCHASE,$12.54,MXN,A,0
TXN0009886,19-02-2024,CARD00632,MERC00314,PURCHASE,21.05,CAD,A,0
TXN0014403,12-02-2024,CARD00534,MERC00132,PURCHASE,$172.80,INR,A,0
TXN0011631,45405,CARD00169,MERC00086,PURCHASE,26.51,MXN,A,0
TXN0006657,22-02-2024,CARD00238,MERC00164,PURCHASE,887.15,AUD,A,0
TXN0013731,11-05-2024,CARD00456,MERC00244,PURCHASE,$32.21,AUD,A,0
TXN0006641,30-03-2024,CARD00300,MERC00151,PURCHASE,$30.16,INR,A,0
TXN0009363,11-06-2024,CARD00536,MERC00212,BALANCE TRANSFER,482.1,INR,A,0
TXN0006499,25-06-2024, CARD00270 ,MERC00237,PURCHASE,149.98,SGD,A,0
TXN0012556,05-03-2024,CARD00354,MERC00182,PURCHASE,11.58,BRL,A,0
TXN0011395,17-01-2024,CARD00556,MERC00046,PURCHASE,$151.64,INR,A,0
TXN0014997,05-06-2024,CARD00054,MERC00113,PURCHASE,14.7,AUD,A,0
TXN0005234,13-04-2024,CARD00056,MERC00382,ATM WITHDRAWAL,40.0,SGD,A,1
TXN0002566,04-05-2024,CARD00722,MERC00287,PURCHASE,26.15,AUD,A,0
TXN0015222,03-02-2024,CARD00336  ,MERC00206,PURCHASE,11.87,USD,A,0
TXN0003814,17-06-2024,CARD00052,MERC00016,PURCHASE,42.83,BRL,A,0
TXN0012008,24-05-2024,CARD00253,MERC00074,PURCHASE,86.13,AUD,A,0
TXN0002174,20-06-2024,CARD00051,MERC00254,PURCHASE,137.98,GBP,A,0
TXN0008757,07-06-2024,CARD00284,MERC00357,BALANCE TRANSFER,$551.18,GBP,A,0
TXN0006739,45468,CARD00556,MERC00076,PURCHASE,88.47,INR,A,0
TXN0005814,16-04-2024,CARD00499,MERC00027,PURCHASE,25.46,MXN,A,0
TXN0000313,23-03-2024,CARD00758,MERC00320,PURCHASE,21.33,USD,A,0
TXN0000096,45298,CARD00699,MERC00298,PURCHASE,48.85,USD,A,0
TXN0009871,23-06-2024, CARD00584 ,MERC00115,PURCHASE,51.64,INR,A,0
TXN0006918,24-05-2024,CARD00432,MERC00240,PURCHASE,45.89,AUD,A,0
TXN0015292,09-01-2024,CARD00495,MERC00298,PURCHASE,4.67,USD,A,0
TXN0005733,20-03-2024,CARD00378,MERC00262,PURCHASE,101.74,AED,A,0
  TXN0014829,45453,CARD00762,MERC00112,PURCHASE,58.55,INR,A,0
TXN0005839,03-04-2024,CARD00133,MERC00091,PURCHASE,9.53,JPY,A,0
TXN0002584,45446,CARD00462,MERC00328,PURCHASE,53.6,CAD,A,0
TXN0011827,12-05-2024,CARD00574,MERC00198,PURCHASE,115.64,EUR,D,0
TXN0007135,21-05-2024,  CARD00099,MERC00200,PURCHASE,$43.68,USD,A,0
TXN0012579,11-06-2024,CARD00746  ,MERC00170,PURCHASE,24.21,SGD,A,0
TXN0011044,20-06-2024,CARD00222,MERC00194,PURCHASE,56.71,GBP,A,0
TXN0015994,07-06-2024,CARD00395,MERC00185  ,PURCHASE,65.15,GBP,A,0
TXN0009789,28-03-2024,CARD00053,MERC00365,PURCHASE,76.77,USD,A,0
TXN0008888,45460,CARD00292,MERC00160,PURCHASE,43.55,GBP,A,0
TXN0005684,45470,CARD00590,MERC00215,BALANCE TRANSFER,1111.92,EUR,A,0
TXN0009489,45449,CARD00753,MERC00045,PURCHASE,$12.78,USD,A,0
TXN0002977,25-01-2024,CARD00636,MERC00263,PURCHASE,$94.30,BRL,A,0
TXN0009792,27-06-2024,CARD00304,MERC00068,PURCHASE,41.38,BRL,D,0
TXN0003104,23-01-2024,CARD00723,MERC00381,ATM WITHDRAWAL,$500.00,JPY,A,0
TXN0005823,12-06-2024,CARD00196,MERC00265,PURCHASE,16.89,USD,A,0
TXN0002158,45406,CARD00239,MERC00102  ,PURCHASE,538.87,INR,A,0
TXN0003245,45355,CARD00543,MERC00320,PURCHASE,$128.92,USD,A,0
TXN0005536,45302,CARD00689,MERC00128,PURCHASE,33.65,GBP,A,0
TXN0015618,45336,CARD00004,MERC00221,PURCHASE,161.13,AED,A,0
TXN0007936,18-02-2024,CARD00287,MERC00232,PURCHASE,46.46,USD,A,0
TXN0007235,12-01-2024,CARD00195,MERC00056,PURCHASE,82.9,MXN,A,0
TXN0002850,02-05-2024,CARD00498,MERC00123,PURCHASE,29.57,USD,A,0
TXN0009585,26-05-2024,CARD00502,MERC00184,PURCHASE,101.24,USD,A,0
TXN0004544,23-03-2024,CARD00032,MERC00253,PURCHASE,$34.10,SGD,A,0
TXN0015536,05-06-2024,CARD00267,MERC00035,PURCHASE,24.46,BRL,A,0
TXN0013212,18-04-2024,CARD00568,MERC00201,PURCHASE,$6.68,USD,A,0
TXN0003915,23-01-2024,CARD00079,MERC00096,PURCHASE,$14.29,EUR,A,0
TXN0013906,45439,  CARD00412,MERC00385,ATM WITHDRAWAL,200.0,GBP,A,0
TXN0010753,03-05-2024,CARD00656  ,MERC00158,PURCHASE,138.71,EUR,A,0
TXN0003184,26-05-2024,CARD00408,MERC00159,PURCHASE,98.87,USD,A,0
TXN0015303  ,29-04-2024,CARD00167,MERC00358,PURCHASE,51.03,MXN,A,0
TXN0012076,45470,CARD00274,MERC00165,PURCHASE,$21.14,CAD,A,0
TXN0002565,18-06-2024,CARD00541,MERC00138,PURCHASE,60.35,SGD,A,0
TXN0010181,03-06-2024,CARD00251,MERC00203,PURCHASE,153.92,USD,A,0
TXN0011280,15-04-2024,CARD00175,MERC00204,PURCHASE,47.28,INR,A,1
TXN0002034,45347,CARD00093,MERC00192,PURCHASE,27.98,MXN,A,0
TXN0006912,01-05-2024,CARD00076,MERC00388,ATM WITHDRAWAL,40.0,INR,A,0
TXN0000742,16-03-2024,CARD00261,MERC00235,BALANCE TRANSFER,551.58,MXN,A,0
TXN0015066,11-02-2024,CARD00146,MERC00385,ATM WITHDRAWAL,60.0,GBP,A,0
TXN0001205,21-04-2024,CARD00005,MERC00347,BALANCE TRANSFER,756.3,EUR,A,0
TXN0015211,08-05-2024,CARD00353,MERC00215,PURCHASE,84.91,EUR,A,0
TXN0015073,26-04-2024,CARD00164,MERC00030,PURCHASE  ,317.13,USD,A,0
TXN0008667,22-01-2024,CARD00268,MERC00170,PURCHASE,$53.72,SGD,A,0
TXN0007863,23-02-2024,CARD00241,MERC00290,PURCHASE,37.74,INR,A,0
TXN0008487,45331,CARD00684,MERC00343,PURCHASE,34.74,EUR,A,0
TXN0001928,26-06-2024,CARD00166,MERC00228,PURCHASE,531.52,GBP,A,0
TXN0005525,22-02-2024,CARD00380,MERC00358,PURCHASE,52.31,MXN,A,0
TXN0010054,19-05-2024,CARD00590,MERC00259,PURCHASE,19.37,EUR,A,0
TXN0015260,12-03-2024,CARD00172,MERC00386,ATM WITHDRAWAL,200.0,INR,A,0
TXN0013793,27-06-2024,CARD00789,MERC00386,ATM WITHDRAWAL,60.0,INR,A,0
TXN0001475,06-05-2024,CARD00112,MERC00221,PURCHASE,20.36,AED,A,0
TXN0006791,16-01-2024,CARD00222, MERC00060 ,PURCHASE,13.8,GBP,A,0
TXN0004976  ,10-03-2024,CARD00037,MERC00030,PURCHASE,69.39,USD,A,0
TXN0011730,45357,CARD00712,MERC00246,PURCHASE,472.13,USD,A,0
TXN0010677,17-06-2024,CARD00526,MERC00044,PURCHASE,41.82,MXN,A,0
TXN0012067,12-01-2024,CARD00407,MERC00089, PURCHASE ,$40.78,USD,A,1
TXN0001580,28-04-2024,CARD00725,MERC00353,BALANCE TRANSFER,1211.25,AUD,A,0
TXN0002657,06-04-2024,CARD00301,MERC00160,BALANCE TRANSFER,337.66,GBP,A,0
TXN0015669,19-01-2024,CARD00643,MERC00165,PURCHASE,17.91,USD,A,1
TXN0006005,23-04-2024,CARD00191,MERC00320,PURCHASE,37.59,USD,A,0
TXN0000921,27-02-2024,CARD00553,MERC00103,PURCHASE,20.77,EUR,A,0
TXN0000102,24-03-2024,CARD00374,MERC00132,PURCHASE,35.46,INR,A,0
TXN0010844,18-01-2024,CARD00027,MERC00374,ATM WITHDRAWAL,60.0,AED,A,1
TXN0008634,28-04-2024,CARD00371,MERC00269,PURCHASE,$41.15,USD,A,1
TXN0001369,45306, CARD00187 ,MERC00171,PURCHASE,685.68,USD,A,0
TXN0005456,14-01-2024,CARD00404,MERC00350,PURCHASE,28.72,GBP,A,0
TXN0005464,45459,CARD00065,MERC00104,PURCHASE,97.56,EUR,A,0
TXN0010016,16-04-2024,CARD00289,MERC00378,ATM WITHDRAWAL,20.0,EUR,A,0
TXN0000564,06-02-2024,CARD00412,MERC00009,PURCHASE,251.42,GBP,A,0
TXN0014668,27-06-2024,CARD00565,MERC00236,PURCHASE,40.95,INR,A,0
TXN0014335,27-01-2024,CARD00712,MERC00284,PURCHASE,373.63,USD,A,0
TXN0012677,25-05-2024,CARD00328,MERC00384,ATM WITHDRAWAL,20.0,USD,A,0
TXN0014231,26-02-2024,CARD00203,MERC00228,PURCHASE,34.3,USD,A,1
TXN0006861,21-04-2024,CARD00752,MERC00243,PURCHASE,182.62,MXN,A,0
TXN0011797,45379,CARD00064,MERC00115,PURCHASE,17.53,INR,A,0
TXN0012029,11-05-2024,CARD00441,MERC00129,PURCHASE,72.84,INR,A,0
TXN0011165,24-04-2024,CARD00275,MERC00018,PURCHASE,18.06,USD,A,0
TXN0002975,10-06-2024,CARD00603,MERC00215,PURCHASE,82.1,EUR,A,0
TXN0004246,22-03-2024,CARD00667,MERC00289,PURCHASE,$33.34,BRL,A,0
TXN0003633,15-03-2024,  CARD00074,MERC00237,BALANCE TRANSFER,2671.87,SGD,A,0
TXN0013723,45370,CARD00405,MERC00205,CASH ADVANCE,227.85,INR,A,0
TXN0013220,30-05-2024,CARD00332  ,MERC00086,PURCHASE,28.0,MXN,A,0
TXN0006379,09-03-2024,CARD00727,MERC00071,PURCHASE,61.66,JPY,D,0
TXN0015996,45404,CARD00644,MERC00154,PURCHASE,362.43,GBP,A,0
TXN0013742,12-05-2024,CARD00437,MERC00097,PURCHASE,24.96,EUR,A,0
TXN0007358,23-05-2024,CARD00028,MERC00327,PURCHASE,129.25,EUR,A,0
TXN0009875,21-06-2024,CARD00467,MERC00061,PURCHASE,18.59,BRL,D,0
TXN0008043,10-05-2024,CARD00386,MERC00382,ATM WITHDRAWAL,60.0,JPY,A,0
TXN0004101,45329,CARD00695,MERC00382,ATM WITHDRAWAL,200.0,JPY,A,0
TXN0015731,45364,CARD00041,MERC00268,PURCHASE,22.54,INR,A,0
TXN0010611,01-01-2024,CARD00731,MERC00156,PURCHASE,31.24,EUR,A,0
TXN0004907,27-02-2024,CARD00375,MERC00023,PURCHASE,14.22,AED,A,0
TXN0001524,45393,CARD00097,MERC00384,ATM WITHDRAWAL,40.0,USD,A,0
TXN0002889,30-05-2024,CARD00233,MERC00139,PURCHASE,47.94,INR,A,0
TXN0014107,25-06-2024,CARD00499,MERC00101,PURCHASE,11.62,MXN,A,0
TXN0015788,19-06-2024,CARD00233,MERC00090,PURCHASE,58.46,INR,A,0
TXN0003187,45451, CARD00112 ,MERC00221,PURCHASE,43.46,AED,A,0
TXN0007821,01-06-2024,CARD00690,MERC00353 ,PURCHASE,12.47,AUD,A,0
TXN0004573,28-03-2024,CARD00416,MERC00290,CASH ADVANCE,300.19,INR,A,0
TXN0015507,27-02-2024,CARD00405,MERC00302,PURCHASE,56.78,INR,A,0
TXN0009387,08-06-2024,CARD00478,MERC00124,PURCHASE,47.42,JPY,A,0
TXN0005416,24-01-2024,CARD00395,MERC00003,PURCHASE,30.9,GBP,A,0
TXN0010163,45424,CARD00732,MERC00046,PURCHASE,$41.86,INR,A,0
TXN0013125,01-06-2024,CARD00611,MERC00376,ATM WITHDRAWAL,150.0,INR,A,0
TXN0011956,12-01-2024,CARD00611,MERC00361,PURCHASE,10.64,INR,A,0
TXN0005645,29-05-2024,CARD00690,MERC00073,PURCHASE,34.49,AUD,D,0
TXN0014050,22-03-2024,CARD00110,MERC00113,PURCHASE,$10.56,AUD,A,0
TXN0010226,13-04-2024,CARD00381,MERC00133,BALANCE TRANSFER,1336.35,USD,A,0
TXN0010176,14-02-2024,CARD00109,MERC00073  ,PURCHASE,20.58,AUD,A,0
TXN0004757,18-02-2024,CARD00200,MERC00033,PURCHASE,38.46,MXN,A,0
TXN0003689,16-06-2024,CARD00038,MERC00143,CASH ADVANCE,326.74,USD,A,0
TXN0000248,11-02-2024,CARD00312,MERC00183,PURCHASE,$371.39,USD,A,0
TXN0011967,13-02-2024,CARD00423,MERC00097,PURCHASE,109.6,EUR,A,0
TXN0015289,45358,CARD00637,MERC00196,PURCHASE,689.07,EUR,A,0
TXN0010214,26-02-2024,CARD00493,MERC00223,PURCHASE,40.0,EUR,A,0
TXN0009025,07-03-2024,CARD00769,MERC00196,PURCHASE,87.46,EUR,A,0
TXN0000092,16-02-2024,CARD00565,MERC00046,PURCHASE,34.35,INR,A,0
TXN0002905,07-03-2024,CARD00427,MERC00317,PURCHASE,100.49,USD,D,0
TXN0003469,15-04-2024,CARD00217,MERC00037,PURCHASE,56.39,CAD,A,0
TXN0010177,45339,CARD00716,MERC00056,PURCHASE,29.56,MXN,D,0
TXN0005214,31-05-2024,CARD00442,MERC00195,CASH ADVANCE,351.05,INR,A,0
TXN0001706,19-01-2024,CARD00600,MERC00025,PURCHASE,53.34,USD,A,0
TXN0012181,45392,CARD00611,MERC00115,PURCHASE,42.99,INR,A,0
TXN0008602,20-06-2024,CARD00423,MERC00017,PURCHASE,395.97,EUR,A,0
TXN0008047,21-05-2024,CARD00539,MERC00395,ATM WITHDRAWAL,100.0,INR,A,0
TXN0015774,13-06-2024,CARD00732,MERC00134,PURCHASE,22.36,INR,A,0
TXN0000040,30-04-2024,CARD00255,MERC00070,PURCHASE,629.66,AUD,A,0
TXN0015597,13-01-2024,  CARD00253,MERC00073,PURCHASE,349.35,AUD,A,0
TXN0001119,07-04-2024,CARD00119,MERC00013,PURCHASE,436.84,USD,A,0
TXN0002511,17-04-2024,CARD00697,MERC00234,PURCHASE,83.32,GBP,A,0
TXN0013720,45309,CARD00565,MERC00005,PURCHASE,88.62,INR,A,0
TXN0008591,13-05-2024,CARD00255,MERC00113,PURCHASE,48.87,AUD,A,0
TXN0004167,26-05-2024,CARD00260,MERC00159,PURCHASE,102.53,USD,A,0
TXN0012856,45339,CARD00164,MERC00232,PURCHASE,20.59,USD,A,0
TXN0001950,16-02-2024,CARD00660,MERC00274,PURCHASE,$27.29,INR,D,0
TXN0011279,02-03-2024,CARD00251,MERC00123,PURCHASE,32.46,USD,A,0
TXN0002282,05-02-2024,CARD00740,MERC00018,PURCHASE,22.24,USD,A,0
TXN0013249,21-04-2024,CARD00254,MERC00235,PURCHASE,21.33,MXN,A,0
TXN0000054,07-01-2024,CARD00020,MERC00044,PURCHASE,42.35,MXN,A,0
TXN0005670,18-01-2024,CARD00704,MERC00326,PURCHASE,14.52,AUD,A,1
TXN0015125,45375,CARD00034,MERC00045,PURCHASE,39.19,USD,A,0
TXN0007100,45445,CARD00257,MERC00116,PURCHASE,19.63,SGD,A,0
TXN0013074,45465,CARD00570,MERC00261,PURCHASE,23.49,INR,A,0
TXN0008209,05-04-2024,CARD00531,MERC00053,PURCHASE,46.41,BRL,A,0
TXN0004143,20-02-2024,CARD00312,MERC00042,PURCHASE,170.09,USD,A,0
TXN0011583,20-03-2024,CARD00575,MERC00305,PURCHASE,52.89,AED,A,0
TXN0014775,09-02-2024,CARD00256,MERC00323,PURCHASE,$45.10,JPY,A,1
TXN0008995,18-02-2024,CARD00569,MERC00084,PURCHASE,39.7,MXN,A,0
TXN0006265,27-03-2024,CARD88530,MERC00354,PURCHASE,24.56,USD,D,0
TXN0005882,06-02-2024,CARD00495,MERC00079,PURCHASE,24.34,USD,A,0
TXN0014198,17-02-2024,CARD00246,MERC00360,PURCHASE,31.89,CAD,A,0
TXN0006682,45448,CARD00757,MERC00331,PURCHASE,172.41,USD,A,0
TXN0006289,45435,CARD00323,MERC00230,PURCHASE,117.63,AUD,A,0
TXN0009975,17-05-2024,CARD00637,MERC00104,PURCHASE,195.33,EUR,A,0
