transaction_id,txn_datetime,card_id,merchant_id,card_type,card_country,merchant_country,merchant_name,transaction_type,channel,amount,currency,status,is_cross_border,is_contactless,is_tokenized,switch_msg_count,is_fraud,fraud_amt,source_system,_ingested_at,Unnamed: 0
TXN0011824,1733762463,CARD00602,MERC00180,Credit,US,US,Highland General Store,Purchase,POS,21.44,USD,Approved,N,N,0,3,0,0.0,POS-GW-3,2024-12-09 17:58:03,11823
TXN0005271,1762761772,CARD00423,MERC00196,Credit,DE,DE,Coastal Airlines  ,Purchase,E-commerce,19.91,EUR,Approved,0,N,True,3,N,0.0,ECOM-API,2025-11-10 11:31:52,5270
TXN0002922,2025-11-13T10:45:38Z,CARD00199,MERC00125,Prepaid,US,US,Ironwood Drug Store,Purchase,E-commerce,21.15,USD,Approved,False,N,False,3,False,0.0,POS-GW-3,2025-11-13 13:39:38,2921
TXN0011918,2025-05-21T19:06:11Z,CARD00356,MERC00392,Debit,US,US,Cedar ATM,ATM Withdrawal,ATM,300.0,USD,Approved,N,N,False,3,False,0.0,POS-GW-3,2025-05-21 20:18:11,11917
TXN0004791,2024-12-14 07:14:57,CARD00162,MERC00376,Debit,IN,IN,Summit ATM,ATM Withdrawal,ATM,40.0,INR,Approved,N,N,N,3,False,0.0,ECOM-API,2024-12-14 07:24:57,4790
TXN0000551,2025-07-26T00:53:42Z,CARD00442,MERC00329,Debit,IN,IN,Summit Bistro,Purchase,POS,$20.13,INR,Approved,N,True,False,3,False,0.0,ECOM-API,2025-07-26 02:13:42,550
TXN0000559,2025-11-07T04:21:52Z,CARD00336,MERC00279,Credit,US,US,Harborview Tech Store,Cash Advance,POS,184.67,USD,Approved,False,N,Y,3,0,0.0,ECOM-API,2025-11-07 05:24:52,558
TXN0010954,2025-10-20T02:00:35Z,CARD00466,MERC00046,Credit,IN,IN,Metro Gas & Go,Purchase,POS,89.99,INR,Approved,N,1,0,3,N,0.0,ECOM-API,2025-10-20 05:20:35,10953
TXN0015579,2025-07-08 23:19:11,CARD00288,MERC00378,Credit,CA,DE,Ironwood ATM,ATM Withdrawal,ATM,$150.00,CAD,Approved,Y,N,False,3,0,0.0,ECOM-API,2025-07-08 23:37:11,15578
TXN0015321,2025-07-13T23:58:39Z,CARD00460,MERC00326,Debit,US,US,Lakeside Shop,Purchase,E-commerce,12.3,USD,Approved,N,False,Y,3,False,0.0,ECOM-API,2025-07-14 03:46:39,15320
TXN0000269,2025-10-10T09:07:28Z,CARD00532,MERC00308,Debit,US,US,Crescent Grill,Purchase,POS,61.83,USD,Approved,False,1,Y,3,N,0.0,ECOM-API,2025-10-10 12:31:28,268
TXN0012741,2025-03-16 03:07:58,CARD00020,MERC00390,Credit,MX,MX,Cedar ATM,ATM Withdrawal,ATM,150.0,MXN,Approved,0,N,0,3,False,0.0,POS-GW-3,2025-03-16 04:38:58,12740
TXN0005858,2025-04-04T17:28:46Z,CARD00769,MERC00333,Debit,DE,DE,Skyline Store,Purchase,POS,48.69,EUR,Approved,False,N,1,3,N,0.0,ECOM-API,2025-04-04 18:53:46,5857
TXN0009567,2025-04-04T02:46:57Z,CARD00534,MERC00119,Prepaid,IN,IN,Northgate Air,Purchase,E-commerce,18.74,INR,Approved,N,False,True,3,N,0.0,ECOM-API,2025-04-04 05:01:57,9566
TXN0005124,1748032595,CARD00352,MERC00311,Debit,AU,AU,Lakeside General Store,Purchase,E-commerce,21.97,AUD,Approved,False,N,Y,3,N,0.0,POS-GW-3,2025-05-23 23:02:35,5123
TXN0005561,2025-04-14T14:48:47Z,CARD00643,MERC00174,Debit,US,US,Highland Air,Purchase,POS,23.33,USD,Approved,False,0,False,3,N,0.0,ATM-NET,2025-04-14 16:20:47,5560
TXN0011566,2025-05-20 02:45:42,CARD00787,MERC00191,Debit,GB,GB,Bluepeak Health Mart,Balance Transfer,POS,770.96,GBP,Approved,False,Y,1,3,N,0.0,ECOM-API,2025-05-20 05:22:42,11565
TXN0014568,1746059005,CARD00761,MERC00326,Credit,US,US,Lakeside Shop,Purchase,E-commerce,36.91,USD,Approved,False,N,True,3,N,0.0,ATM-NET,2025-05-01 01:36:25,14567
TXN0005954,2024-11-24T12:31:13Z,CARD00010,MERC00022,Credit,GB,GB,Riverside Gas & Go,Purchase,POS,76.04,GBP,Approved,N,N,1,3,N,0.0,POS-GW-3,2024-11-24 12:34:13,5953
TXN0014555,2025-03-09T23:43:36Z,CARD00610,MERC00341,Debit,US,US,Harborview Service Station,Purchase,E-commerce,181.29,USD,Approved,N,0,Y,3,0,0.0,ECOM-API,2025-03-10 02:49:36,14554
TXN0001033,2025-04-10T17:06:13Z,CARD00016,MERC00314,Credit,CA,CA,Lakeside Games,Cash Advance,POS,347.75,CAD,Approved,N,N,1,3,0,0.0,POS-GW-3,2025-04-10 18:28:13,1032
TXN0009752,2025-09-30 17:29:50,CARD00413,MERC00128,Credit,GB,GB,Metro Gas & Go,Purchase,POS,34.66,GBP,Approved,N,Y,N,3,False,0.0,POS-GW-3,2025-09-30 20:20:50,9751
TXN0000412,2024-09-11T08:44:17Z,CARD00124,MERC00132,Debit,IN,IN,Lakeside Gas & Go,Purchase,POS,59.82,INR,Approved,N,Y,True,3,N,0.0,POS-GW-3,2024-09-11 09:51:17,411
TXN0015895,2024-07-22T05:50:40Z,CARD00748,MERC00265,Debit,US,US,Skyline Drug Store,Balance Transfer,E-commerce,"$1,027.47",USD,Approved,N,False,Y,3,False,0.0,ECOM-API,2024-07-22 08:39:40,15894
TXN0005097,2025-10-22T12:22:22Z,CARD00286,MERC00122,Credit,DE,DE,Cedar Tech Store,Purchase,POS,171.02,EUR,Approved,N,1,True,3,False,0.0,POS-GW-3,2025-10-22 13:36:22,5096
TXN0004324,2024-12-15T14:21:59Z,CARD00173,MERC00109,Debit,JP,JP,Union Retail Co.,Purchase,E-commerce,624.27,JPY,Approved,False,False,False,3,False,0.0,POS-GW-3,2024-12-15 15:03:59,4323
TXN0001517,2024-12-18T22:41:33Z,CARD00157,MERC00032,Credit,IN,IN,Ironwood Hotel,Purchase  ,E-commerce,62.83,INR,Approved,N,N,Y,3,N,0.0,ECOM-API,2024-12-19 00:11:33,1516
TXN0000944,2025-01-11 10:00:11,CARD00714,MERC00309,Credit,US,US,Metro Department Store, Purchase ,POS,38.78,USD,Approved,False,Y,Y,3,False,0.0,ATM-NET,2025-01-11 13:06:11,943
TXN0009283,1762338325,CARD00616,MERC00228,Prepaid,GB,GB,Greenway Grocers,Purchase,POS,209.86,GBP,Approved,0,Y,True,3,N,0.0,ECOM-API,2025-11-05 13:18:25,9282
TXN0002161,2025-10-05T07:49:25Z,CARD00151,MERC00111,Debit,FR,FR,Ironwood Entertainment,Balance Transfer,POS,563.89,EUR,Approved,0,Y,N,3,N,0.0,ECOM-API,2025-10-05 10:01:25,2160
TXN0000809,1746334364,CARD00134,MERC00008,Credit,US,US,Greenway Drug Store,Purchase,POS,95.95,USD,Approved,N,0,True,3,N,0.0,ATM-NET,2025-05-04 06:40:44,808
TXN0014831,2025-03-08T07:35:28Z,CARD00432,MERC00204,Credit,AU,AU,Harborview Fuel Stop,Balance Transfer,POS,798.32,AUD,Approved,0,Y,True,3,N,0.0,POS-GW-3,2025-03-08 10:00:28,14830
TXN0010752,2024-10-17T20:57:33Z,CARD00189,MERC00302,Credit,IN,IN,Lakeside Digital,Purchase,POS,$19.60,INR,Approved,0,Y,N,3,0,0.0,POS-GW-3,2024-10-17 22:52:33,10751
TXN0000355,2025-04-15 16:49:42,CARD00295,MERC00387,Credit,AU,AU,Northgate ATM,ATM Withdrawal,ATM,$40.00,AUD,Approved,N,N,N,3,N,0.0,ATM-NET,2025-04-15 17:50:42,354
  TXN0010061,2025-06-13 18:18:31,CARD00415,MERC00176,Debit,CA,CA,Meadow Bistro,Purchase  ,POS,115.19,CAD,Approved,N,Y,Y,3,False,0.0,ECOM-API,2025-06-13 18:40:31,10060
TXN0001941,2025-11-05 23:44:30,CARD00768,MERC00356,Credit,AU,AU,Greenway Grill,Purchase,E-commerce,14.03,AUD,Approved,N,N,Y,3,N,0.0,POS-GW-3,2025-11-06 03:01:30,1940
TXN0001695,2025-11-09T10:07:20Z,CARD00775,MERC00031,Credit,CA,CA,Greenway Department Store,Purchase,E-commerce,32.66,CAD,Approved,N,False,True,3,N,0.0,ECOM-API,2025-11-09 13:20:20,1694
TXN0008244,2024-10-25 18:06:05,CARD00362,MERC00156,Debit,FR,FR,Riverside Diner  ,Purchase,E-commerce,$14.78,EUR,Approved,0,N,N,3,False,0.0,ECOM-API,2024-10-25 18:58:05,8243
TXN0003893,1734485222,CARD00185,MERC00186,Debit,DE,DE,Metro Shop,Purchase,E-commerce,38.62,EUR,Approved,False,N,True,3,False,0.0,ATM-NET,2024-12-18 03:56:02,3892
TXN0001304,2024-12-08T13:00:23Z,CARD00173,MERC00091,Debit,JP,JP,Summit Department Store,Purchase,POS,209.32,JPY,Approved,0,N,Y,3,0,0.0,ATM-NET,2024-12-08 13:46:23,1303
TXN0007307,2025-01-30T18:27:36Z,CARD00782,MERC00236,Credit,IN,IN,Harborview Arcade,Purchase,POS,113.17,INR,Approved,N,True,False,3,False,0.0,ECOM-API,2025-01-30 19:25:36,7306
TXN0008510,2025-04-09T15:09:11Z,CARD00680,MERC00289,Credit,BR,BR,Metro Health Mart,Purchase,POS,$78.31,BRL,Approved,False,Y,Y,3,N,0.0,POS-GW-3,2025-04-09 16:46:11,8509
TXN0013697,1728751407,CARD00619,MERC00398,Credit,US,US,Greenway ATM,ATM Withdrawal,ATM,20.0,USD,Approved,False,0,0,3,False,0.0,ECOM-API,2024-10-12 17:13:27,13696
TXN0002427,1745552801,CARD00657,MERC00282,Debit,IN,IN,Fieldstone General Store,Purchase,POS,$55.02,INR,Approved,False,Y,Y,3,False,0.0,ECOM-API,2025-04-25 04:51:41,2426
TXN0002528,2025-11-26 18:53:19,CARD00467,MERC00271,Credit,BR,BR,Crescent Gas & Go,Purchase  ,E-commerce,37.66,BRL,Approved,0,0,True,3,N,0.0,ECOM-API,2025-11-26 19:14:19,2527
TXN0008358,2025-06-23T19:23:24Z,CARD00265,MERC00187,Credit,AU,AU,Ironwood Pharmacy,Balance Transfer,E-commerce,$965.78,AUD,Declined,N,0,0,1,N,0.0,ATM-NET,2025-06-23 19:53:24,8357
TXN0010904,2024-11-24T23:01:39Z,CARD00383,MERC00180,Debit,US,US,Highland General Store,Purchase,E-commerce,96.05,USD,Approved,False,N,N,3,0,0.0,ATM-NET,2024-11-25 02:15:39,10903
TXN0009771,1763265386,CARD00243,MERC00333,Credit,DE,DE,Skyline Store,Purchase,POS,57.1,EUR,Approved,N,Y,N,3,N,0.0,POS-GW-3,2025-11-16 05:44:26,9770
TXN0011555,2025-07-05T13:23:15Z,CARD00299,MERC00395,Debit,CA,IN,Old Town ATM,ATM Withdrawal,ATM,20.0,CAD,Approved,Y,N,False,3,False,0.0,ECOM-API,2025-07-05 16:03:15,11554
TXN0015801,2024-10-14 19:32:46,CARD00631,MERC00311,Credit,AU,AU,Lakeside General Store  ,Purchase,E-commerce,37.33,AUD,Approved  ,N,N,1,3,0,0.0,ECOM-API,2024-10-14 19:51:46,15800
TXN0013022,2025-12-10 07:08:08,CARD00069,MERC00221,Debit,AE,AE,Greenway Shop,Cash Advance,POS,129.23,AED,Approved,N,Y,False,3,N,0.0,POS-GW-3,2025-12-10 09:20:08,13021
TXN0003036,2024-07-16T01:53:13Z,CARD00181,MERC00355,Credit,SG,SG,Ironwood Airlines,Purchase,POS,27.73,SGD,Approved,N,Y,N,3,0,0.0,POS-GW-3,2024-07-16 05:34:13,3035
TXN0004581,1752895168,CARD00523,MERC00312,Debit,FR,FR,Meadow Hotel,Purchase,POS,376.54,EUR,Approved,0,Y,N,3,0,0.0,POS-GW-3,2025-07-19 05:28:28,4580
TXN0002492,2024-10-28T16:43:52Z,CARD00145,MERC00306,Credit,JP,JP,Union Fresh Foods,Purchase,POS,65.8,JPY,Approved,N,0,1,3,0,0.0,ECOM-API,2024-10-28 18:32:52,2491
TXN0006308,03/17/2025 14:35,CARD00180,MERC00392,Debit,US,US,Cedar ATM,ATM Withdrawal,ATM,$60.00,USD,Approved,N,N,N,3,False,0.0,ECOM-API,2025-03-17 17:54:57,6307
TXN0002255,2025-12-27T19:35:49Z,CARD00375,MERC00321,Debit,AE,AE,Highland Air,Purchase  ,E-commerce,78.48,AED,Approved,0,N,1,3,N,0.0,ATM-NET,2025-12-27 20:02:49,2254
TXN0008685,09/01/2025 10:00,CARD00301,MERC00207,Credit,GB,GB,Northgate Inn,Purchase,POS,27.37,GBP,Approved,N,True,N,3,N,0.0,POS-GW-3,2025-09-01 11:09:43,8684
TXN0002063,2025-04-03 05:10:05,CARD00569,MERC00019,Credit,MX,MX,Cedar Diner,Purchase,E-commerce,41.37,MXN,Approved,0,N,N,3,N,0.0,POS-GW-3,2025-04-03 08:47:05,2062
TXN0002453,2025-07-12 02:10:24,CARD00241,MERC00290,Credit,IN,IN,Silverline Retail Co.,Purchase,POS,32.23,INR,Approved,N,N,1,3,0,0.0,ECOM-API,2025-07-12 06:10:24,2452
TXN0008560,2024-12-23T08:31:07Z,CARD00187,MERC00392,Debit,US,US,Cedar ATM,ATM Withdrawal,ATM,20.0,USD,Approved,N,N,0,3,N,0.0,ECOM-API,2024-12-23 11:24:07,8559
TXN0009941,2025-02-03T19:20:31Z,CARD00144,MERC00282,Debit,IN,IN,Fieldstone General Store,Purchase,POS,34.28,INR,Approved,0,True,0,3,N,0.0,ATM-NET,2025-02-03 20:33:31,9940
TXN0004168,2024-12-05T07:35:20Z,CARD00738,MERC00223,Debit,DE,DE,Riverside Resort,Purchase,E-commerce,71.5,EUR,Approved,N,N,True,3,N,0.0,POS-GW-3,2024-12-05 10:02:20,4167
TXN0007822,2024-07-10T11:03:34Z,CARD00144,MERC00261,Debit,IN,IN, Union Bistro ,Purchase,E-commerce,84.39,INR,Approved,N,0,Y,3,N,0.0,ATM-NET,2024-07-10 13:18:34,7821
TXN0005875,2025-04-24T06:03:39Z,CARD00675,MERC00318,Credit,AE,AE,Coastal Retail Co.  ,Purchase,E-commerce,71.16,AED,Approved,N,N,Y,3,0,0.0,ECOM-API,2025-04-24 09:16:39,5874
TXN0010610,2024-11-28 14:52:16,CARD00683,MERC00304,Credit,FR,FR,Silverline Shop,Purchase,POS,27.43,EUR,Approved,0,N,False,3,False,0.0,ATM-NET,2024-11-28 18:10:16,10609
TXN0015220,2025-02-20T05:10:40Z,CARD00123,MERC00265,Debit,US,US,Skyline Drug Store,Purchase,E-commerce,19.47,USD,Approved,N,N,True,3,N,0.0,ECOM-API,2025-02-20 06:17:40,15219
TXN0013926,2024-12-17T13:53:31Z,CARD00394,MERC00379,Debit,BR,BR,Old Town ATM,ATM Withdrawal,ATM,100.0,BRL,Approved,0,N,N,3,False,0.0,POS-GW-3,2024-12-17 15:10:31,13925
TXN0004287,1746777136,CARD00469,MERC00103,Debit,DE,DE,Ironwood Emporium,Purchase,POS,61.99,EUR,Approved,0,0,True,3,False,0.0,POS-GW-3,2025-05-09 10:54:16,4286
TXN0004188,2025-04-10T01:12:24Z,CARD00800,MERC00134,Debit,IN,IN,Fieldstone Games,Purchase,E-commerce,75.23,INR,Approved,N,0,Y,3,N,0.0,POS-GW-3,2025-04-10 03:00:24,4187
TXN0014130,1737625221,CARD00688,MERC00302,Debit,IN,IN,Lakeside Digital,Purchase,POS,52.45,INR,Approved,N,True,False,3,N,0.0,POS-GW-3,2025-01-23 12:37:21,14129
TXN0008678,1765095197,CARD00413,MERC00060,Credit,GB,GB,Summit Games,Purchase,E-commerce,1033.81,GBP,Approved,False,False,1,3,N,0.0,POS-GW-3,2025-12-07 10:53:17,8677
TXN0015549,2025-09-10 14:03:04,CARD00583,MERC00091,Prepaid,JP,JP,Summit Department Store,Balance Transfer,  POS,2281.62,JPY,Approved,N,1,Y,3,N,0.0,POS-GW-3,2025-09-10 14:20:04,15548
TXN0005990,2024-07-03T11:09:57Z,CARD00276,MERC00231,Credit,CA,CA,Highland Bistro,Purchase,E-commerce,15.47,CAD,Approved,0,0,Y,3,Y,15.47,POS-GW-3,2024-07-03 11:51:57,5989
TXN0002208,2024-12-10T04:21:13Z,CARD00557,MERC00235,Prepaid,MX,MX,Highland Resort,Purchase,E-commerce,21.54,MXN,Approved,False,N,True,3,N,0.0,POS-GW-3,2024-12-10 05:46:13,2207
TXN0013534,2024-12-13T12:26:04Z,CARD00661,MERC00322,Credit,US,US,Meadow Digital,Purchase,POS,$40.60,USD,Approved,N,1,False,3,N,0.0,POS-GW-3,2024-12-13 14:28:04,13533
TXN0005304,2025-08-12 12:09:38,CARD00497,MERC00319,Credit,US,US,Skyline Electronics,Purchase,POS,11.12,USD,Approved  ,N,True,0,3,0,0.0,POS-GW-3,2025-08-12 15:56:38,5303
TXN0004236,2025-06-27 15:43:24,CARD00261,MERC00358,Debit,MX,MX,Bluepeak Inn,Purchase,POS,62.75,MXN,Approved,N,True,True,3,N,0.0,POS-GW-3,2025-06-27 17:23:24,4235
TXN0006227,2024-08-10T16:28:24Z,CARD00018,MERC00111,Credit,FR,FR,Ironwood Entertainment,  Purchase,POS,42.51,EUR,Approved,N,N,N,3,N,0.0,ECOM-API,2024-08-10 19:35:24,6226
TXN0014030,1729360020,CARD00441,MERC00212,Debit,IN,IN,Union Arcade,Purchase,POS,700.63,INR,Approved,0,Y,Y,3,False,0.0,POS-GW-3,2024-10-19 21:44:00,14029
TXN0006015,2025-04-24 10:23:58,CARD00724,MERC00151,Credit,IN,IN,Meadow Health Mart,Purchase,E-commerce,$30.08,INR,Approved,0,N,True,3,N,0.0,POS-GW-3,2025-04-24 10:42:58,6014
TXN0006977,2025-01-31 11:03:11,CARD00584,MERC00142,Credit,IN,IN,Skyline Shop,Purchase,POS,81.85,INR,Approved,0,Y,N,3,0,0.0,ATM-NET,2025-01-31 14:48:11,6976
TXN0012092,2025-04-02T08:58:52Z,CARD00458,MERC00204,Credit,AU,AU,  Harborview Fuel Stop,Purchase,POS,$16.86,AUD,Approved,0,N,N,3,False,0.0,POS-GW-3,2025-04-02 10:13:52,12091
TXN0006001,2025-10-23 09:11:03,CARD00239,MERC00261,Credit,IN,IN,Union Bistro,Purchase,E-commerce,330.12,INR,Approved,0,N,1,3,False,0.0,POS-GW-3,2025-10-23 11:52:03,6000
TXN0012374,2025-07-31 15:04:11,CARD00746,MERC00028,Credit,SG,SG,Silverline Shop,Purchase,POS,61.42,SGD,Approved,0,1,N,3,False,0.0,POS-GW-3,2025-07-31 15:19:11,12373
TXN0006237,2025-04-24T09:50:19Z,CARD00423,MERC00347,Credit,DE,DE,Coastal Inn,Purchase,E-commerce,64.01,EUR,Approved,N,False,True,3,False,0.0,ECOM-API,2025-04-24 11:33:19,6236
TXN0006300,2025-10-05T10:57:14Z,CARD00691,MERC00367,Credit,CA,CA,Northgate Diner,Purchase,E-commerce,28.86,CAD,Approved,N,N,True,3,N,0.0,POS-GW-3,2025-10-05 11:51:14,6299
TXN0011498,01/24/2025 10:05,CARD00741,MERC00361,Debit,IN,IN,Brookfield Digital,Purchase,POS,47.55,INR,Approved,False,N,True,3,N,0.0,POS-GW-3,2025-01-24 11:22:14,11497
TXN0005683,1725478189,CARD00722,MERC00179,Prepaid,AU,AU,Silverline Fuel Stop,Purchase,POS,6.42,AUD,Approved,False,Y,False,3,N,0.0,ATM-NET,2024-09-04 22:27:49,5682
TXN0007629,2024-09-10T01:51:59Z,CARD00209,MERC00191,Credit,GB,GB,Bluepeak Health Mart  ,Purchase,E-commerce,77.34,GBP,Approved,N,N,True,3,N,0.0,POS-GW-3,2024-09-10 05:09:59,7628
TXN0001169,2024-07-27T18:39:51Z,CARD00213,MERC00022,Prepaid,GB,GB,Riverside Gas & Go,Purchase,POS,$33.52,GBP,Approved,N,N,0,3,N,0.0,POS-GW-3,2024-07-27 20:03:51,1168
TXN0015981,2025-07-14T19:12:53Z,CARD00395,MERC00194,Credit,GB,GB,Cedar Hotel,Purchase,E-commerce,112.38,GBP,Approved,False,N,Y,3,N,0.0,POS-GW-3,2025-07-14 20:39:53,15980
TXN0010594,2025-09-13 06:45:59,CARD00774,MERC00009,Debit,GB,GB,Coastal Air,Purchase,E-commerce,146.52,GBP,Approved,N,N,1,3,0,0.0,ECOM-API,2025-09-13 10:26:59,10593
TXN0008584,2025-02-19T17:02:46Z,CARD00028,MERC00347,Credit,DE,DE,Coastal Inn,Purchase,E-commerce,57.63,EUR,Approved,N,0,1,3,False,0.0,POS-GW-3,2025-02-19 20:27:46,8583
TXN0007523,2025-02-02T16:45:28Z,CARD00596,MERC00179,Debit,AU,AU,Silverline Fuel Stop,Purchase,POS,143.57,AUD,Approved,N,0,0,3,False,0.0,ECOM-API,2025-02-02 18:46:28,7522
TXN0002496,2024-10-24T03:14:51Z,CARD00072,MERC00045,Credit,US,US,Northgate Airlines,Purchase,POS,699.77,USD,Approved  ,N,1,Y,3,0,0.0,ECOM-API,2024-10-24 03:43:51,2495
TXN0011481,2024-11-29T15:16:49Z,CARD00243,MERC00345,Credit,DE,DE,Skyline Store,Purchase,E-commerce,53.38,EUR,Approved,0,N,Y,3,0,0.0,POS-GW-3,2024-11-29 17:32:49,11480
TXN0005647,08/04/2025 00:48,CARD00770,MERC00338,Credit,US,US,Silverline Hotel,Purchase,POS,83.38,USD,Approved,0,False,False,3,0,0.0,POS-GW-3,2025-08-04 01:19:18,5646
TXN0009712,1749050540,CARD00664,MERC00306,Debit,JP,JP,Union Fresh Foods,Purchase,POS,20.18,JPY,Approved,0,Y,False,3,False,0.0,ECOM-API,2025-06-04 15:30:20,9711
TXN0014517,2025-03-10 05:59:11,CARD00625,MERC00132,Prepaid,US,IN,Lakeside Gas & Go,Balance Transfer,  POS,871.66,USD,Approved,1,N,Y,3,N,0.0,ATM-NET,2025-03-10 09:37:11,14516
TXN0010562,2024-11-11T14:49:12Z,CARD00560,MERC00355,Debit,BR,SG,Ironwood Airlines,Purchase,POS,18.75,BRL,Approved,Y,1,False,3,N,0.0,POS-GW-3,2024-11-11 18:17:12,10561
TXN0006452,2024-07-12T20:01:02Z,CARD00033,MERC00209,Credit,US,US,Silverline Airways,Purchase,POS,28.6,USD,Approved,0,Y,1,3,N,0.0,POS-GW-3,2024-07-12 21:07:02,6451
TXN0013014,2025-08-22 09:41:46,CARD00355,MERC00303,Debit,US,US,Riverside Health Mart,Purchase,E-commerce,617.07,USD, Approved ,N,False,True,3,0,0.0,ECOM-API,2025-08-22 10:17:46,13013
TXN0002014,2024-10-28T22:13:20Z,CARD00772,MERC00097,Credit,DE,DE,Bluepeak Store,Balance Transfer,E-commerce,682.98,EUR,Approved,N,0,True,3,N,0.0,POS-GW-3,2024-10-28 23:59:20,2013
TXN0003147,1756603618,CARD00185,MERC00333,Debit,DE,DE,Skyline Store,Purchase,POS,34.68,EUR,Approved,False,N,N,3,False,0.0,POS-GW-3,2025-08-31 04:35:58,3146
TXN0010372,2024-12-27 23:59:31,CARD00273,MERC00128,Credit,GB,GB,Metro Gas & Go,Purchase,POS,18.66,GBP,Approved,0,True,1,3,N,0.0,ATM-NET,2024-12-28 03:32:31,10371
TXN0000558,2025-03-28T11:51:03Z,CARD00286,MERC00097,Credit,DE,DE,Bluepeak Store,Purchase,E-commerce,172.09,EUR,Approved,N,N,Y,3,0,0.0,ECOM-API,2025-03-28 14:09:03,557
TXN0002123,2024-11-12T03:12:17Z,CARD00588,MERC00051,Credit,US,US,Union Grocers,Purchase,E-commerce,86.51,USD,Approved,0,0,1,3,N,0.0,ECOM-API,2024-11-12 06:53:17,2122
TXN0004519,2025-10-14T03:18:49Z,CARD00565,MERC00195,Debit,IN,IN,Ironwood Service Station,Purchase,POS,18.3,INR,Approved,False,True,1,3,False,0.0,ECOM-API,2025-10-14 05:29:49,4518
TXN0015751,1762809557,CARD00341,MERC00230,Debit,AU,AU,Lakeside Tech Store,Purchase,E-commerce,45.54,AUD,Approved,N,0,N,3,N,0.0,ECOM-API,2025-11-10 23:57:17,15750
TXN0012350,2024-11-10T07:17:50Z,CARD00299,MERC00047,Debit,CA,CA,  Cedar Games,Purchase,E-commerce  ,24.28,CAD,Approved,N,N,1,3,False,0.0,POS-GW-3,2024-11-10 10:40:50,12349
TXN0008450,2025-03-31T23:06:00Z,CARD00353,MERC00186,Debit,DE,DE,Metro Shop,Purchase,E-commerce,18.35,EUR,Approved,0,N,Y,3,N,0.0,ATM-NET,2025-03-31 23:37:00,8449
TXN0002697,2025-01-21T15:17:52Z,CARD00273,MERC00373,Credit,GB,GB,Fieldstone ATM  ,ATM Withdrawal  ,ATM,60.0,GBP,Approved,N,N,False,3,False,0.0,ATM-NET,2025-01-21 16:35:52,2696
TXN0004109,1756193219,CARD00275,MERC00012,Prepaid,US,SG,Meadow Gas & Go,Purchase,E-commerce,150.13,USD,Approved,1,0,1,3,N,0.0,POS-GW-3,2025-08-26 09:42:59,4108
TXN0001664,2025-06-22T19:06:57Z,CARD00386,MERC00109,Prepaid,JP,JP,Union Retail Co.,Purchase,E-commerce,83.84,JPY,Approved,N,N,1,3,False,0.0,ATM-NET,2025-06-22 19:15:57,1663
TXN0013930,2025-09-11 17:33:22,CARD00509,MERC00322,Prepaid,US,US,Meadow Digital,Purchase,POS,$38.09,USD,Approved,N,Y,True,3,False,0.0,POS-GW-3,2025-09-11 21:29:22,13929
TXN0007078,2025-09-26 18:33:40,CARD00219,MERC00366,Prepaid,DE,DE,Skyline Tech Store,Purchase,E-commerce,31.35,EUR,Approved,False,N,Y,3,False,0.0,ECOM-API,2025-09-26 19:47:40,7077
TXN0009660,2025-06-16T07:12:09Z,CARD00024,MERC00353,Credit,AU,AU,Cedar Retail Co.,Purchase,E-commerce,465.13,AUD,Approved,0,0,True,3,N,0.0,POS-GW-3,2025-06-16 09:24:09,9659
TXN0014087,2025-11-14T16:35:07Z,CARD00377,MERC00312,Debit,FR,FR,Meadow Hotel,Purchase,POS,$19.60,EUR,Approved,0,1,False,3,N,0.0,ECOM-API,2025-11-14 18:37:07,14086
TXN0000603,2025-07-05 19:39:10,CARD00591,MERC00067,Credit,GB,GB,Metro Electronics,Purchase  ,E-commerce,115.97,GBP,Approved,0,N,1,3,0,0.0,POS-GW-3,2025-07-05 20:53:10,602
TXN0002883,1767178621,CARD00519,MERC00152,Credit,IN,IN,Metro Airlines,Purchase,E-commerce,244.74,INR,Declined,N,False,True,1,N,0.0,ECOM-API,2025-12-31 11:09:01,2882
TXN0012926,2025-12-06T11:12:08Z,CARD00717,MERC00205,Debit,IN,IN,Ironwood Bistro  ,Purchase,POS,56.03,INR,Approved,N,Y,False,3,0,0.0,ECOM-API,2025-12-06 12:35:08,12925
TXN0005660,1765753977,CARD00336,MERC00030,Credit,US,US,Bluepeak Inn,Purchase,POS,25.15,USD,Approved,N,Y,True,3,N,0.0,ATM-NET,2025-12-15 00:39:57,5659
TXN0008607,2025-08-25T12:19:56Z,CARD00074,MERC00170,Credit,SG,SG,Lakeside Entertainment,Purchase,POS,29.91,SGD,Approved,False,Y,N,3,N,0.0,ATM-NET,2025-08-25 14:46:56,8606
TXN0013776,1726045940,CARD00667,MERC00336,Prepaid,BR,BR,Cedar Retail Co.,  Purchase,E-commerce,57.05,BRL,Approved,False,N,Y,3,N,0.0,ATM-NET,2024-09-11 10:53:20,13775
TXN0011423,2025-07-20 00:02:57,CARD00205,MERC00065,Debit,IN,IN,Old Town Tech Store,Purchase,POS,46.62,INR,Approved,0,Y,0,3,0,0.0,POS-GW-3,2025-07-20 03:23:57,11422
